"代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","1個月走勢圖","3個月走勢圖","1年走勢圖","3年走勢圖","10年走勢圖"
="2524","京城","市","04/10","","48.15","+0.8","+1.69","321","15.5","47.35","47.55","48.65","46.9","3.7","40.1","1","    ","    ","    ","    ","    "
="2527","宏璟","市","04/10","","54","+3.8","+7.57","3,757","196","50.2","50.2","54.5","49.5","9.96","24.3","1.24","    ","    ","    ","    ","    "
="2528","皇普","市","04/10","","48.7","+1.25","+2.63","1,212","58.9","47.45","47.9","49.25","47.4","3.9","76.1","3.5","    ","    ","    ","    ","    "
="2530","華建","市","04/10","","51.9","+1.2","+2.37","2,248","116","50.7","50.3","51.9","50.3","3.16","85.1","4.17","    ","    ","    ","    ","    "
="2534","宏盛","市","04/10","","23.25","+0.05","+0.22","2,019","47.1","23.2","23.4","23.45","23.15","1.29","21.1","0.75","    ","    ","    ","    ","    "
="2535","達欣工","市","04/10","","58.2","-0.8","-1.36","2,106","123","59","58.9","58.9","57.9","1.69","15.4","1.68","    ","    ","    ","    ","    "
="2536","宏普","市","04/10","","34","+0.85","+2.56","1,908","65.8","33.15","33.1","35.55","33.1","7.39","49.3","0.96","    ","    ","    ","    ","    "
="2537","聯上發","市","04/10","","15.7","0","0","25,232","398","15.7","16","16.2","15.4","5.1","","1.16","    ","    ","    ","    ","    "
="2538","基泰","市","04/10","","14.95","-0.2","-1.32","1,174","17.6","15.15","15.15","15.15","14.9","1.65","15.9","1.09","    ","    ","    ","    ","    "
="2539","櫻花建","市","04/10","","74.5","+1.1","+1.5","1,424","106","73.4","73.4","75.7","73.4","3.13","33.3","5.41","    ","    ","    ","    ","    "
="2540","愛山林","市","04/10","","112.5","+3","+2.74","4,030","459","109.5","108","119.5","107.5","11","28.8","4.92","    ","    ","    ","    ","    "
="2542","興富發","市","04/10","","41.35","+0.15","+0.36","4,577","190","41.2","41.15","41.7","41.15","1.33","31.1","1.62","    ","    ","    ","    ","    "
="2543","皇昌","市","04/10","","41.7","+0.3","+0.72","1,394","58.1","41.4","41.95","42.2","41.15","2.54","19.4","3.26","    ","    ","    ","    ","    "
="2545","皇翔","市","04/10","","46.2","+0.05","+0.11","390","18","46.15","46.35","46.35","45.9","0.98","19.9","1.32","    ","    ","    ","    ","    "
="2546","根基","市","04/10","","90","+0.5","+0.56","183","16.5","89.5","89.5","90.7","89.5","1.34","11","2.26","    ","    ","    ","    ","    "
="2547","日勝生","市","04/10","","10.6","+0.1","+0.95","5,108","54.4","10.5","10.55","10.75","10.45","2.86","","0.86","    ","    ","    ","    ","    "
="2548","華固","市","04/10","","136","+2.5","+1.87","2,567","348","133.5","133","137","133","3","10.5","1.81","    ","    ","    ","    ","    "
="2597","潤弘","市","04/10","","155","-3.5","-2.21","542","84.6","158.5","158.5","159","154.5","2.84","15.1","4.43","    ","    ","    ","    ","    "
="2601","益航","市","04/10","","7.75","+0.08","+1.04","1,283","9.91","7.67","7.67","7.75","7.66","1.17","","0.73","    ","    ","    ","    ","    "
="2603","長榮","市","04/10","","169","-2","-1.17","17,429","2,978","171","172","173","169","2.34","10.1","0.81","    ","    ","    ","    ","    "
="2605","新興","市","04/10","","24.95","0","0","3,315","82.9","24.95","25.05","25.15","24.8","1.4","32.8","0.92","    ","    ","    ","    ","    "
="2606","裕民","市","04/10","","54.2","-0.2","-0.37","2,449","133","54.4","54.2","54.8","54","1.47","16.7","1.36","    ","    ","    ","    ","    "
="2607","榮運","市","04/10","","31.7","+0.15","+0.48","2,488","78.8","31.55","31.65","31.7","31.5","0.63","12.4","1.07","    ","    ","    ","    ","    "
="2608","嘉里大榮","市","04/10","","39.15","-0.1","-0.25","226","8.87","39.25","39.25","39.35","39.1","0.64","10.8","1.47","    ","    ","    ","    ","    "
="2609","陽明","市","04/10","","44.4","-0.55","-1.22","18,377","821","44.95","45.25","45.3","44.4","2","32.4","0.56","    ","    ","    ","    ","    "
="2610","華航","市","04/10","","19.55","+0.1","+0.51","11,623","227","19.45","19.5","19.6","19.4","1.03","17.3","1.59","    ","    ","    ","    ","    "
="2611","志信","市","04/10","","23.7","-0.3","-1.25","2,204","52.6","24","24.05","24.15","23.7","1.87","9.56","1.49","    ","    ","    ","    ","    "
="2612","中航","市","04/10","","44.55","-0.25","-0.56","219","9.82","44.8","45.2","45.2","44.55","1.45","26.8","0.76","    ","    ","    ","    ","    "
="2613","中櫃","市","04/10","","22.05","0","0","167","3.66","22.05","22.15","22.15","21.75","1.81","31.1","0.95","    ","    ","    ","    ","    "
="2614","東森","市","04/10","","19.9","+0.2","+1.02","494","9.84","19.7","19.7","20","19.7","1.52","","1.81","    ","    ","    ","    ","    "
="2615","萬海","市","04/10","","44.5","-0.45","-1","6,108","273","44.95","45.1","45.25","44.45","1.78","","0.61","    ","    ","    ","    ","    "
="2616","山隆","市","04/10","","27.3","0","0","180","4.92","27.3","27.4","27.4","27.2","0.73","56.9","0.76","    ","    ","    ","    ","    "
="2617","台航","市","04/10","","34.75","-0.05","-0.14","867","30.3","34.8","35.05","35.1","34.75","1.01","8.73","0.91","    ","    ","    ","    ","    "
="2618","長榮航","市","04/10","","31.7","-0.15","-0.47","32,336","1,026","31.85","31.75","31.95","31.6","1.1","7.91","1.6","    ","    ","    ","    ","    "
="2630","亞航","市","04/10","","40.85","+3.7","+9.96","9,380","381","37.15","39.9","40.85","39.6","3.36","132","2.49","    ","    ","    ","    ","    "
="2633","台灣高鐵","市","04/10","","30.15","+0.05","+0.17","2,372","71.4","30.1","30.1","30.2","30.1","0.33","21.7","2.38","    ","    ","    ","    ","    "
="2634","漢翔","市","04/10","","56.8","-0.7","-1.22","64,115","3,700","57.5","58","59.3","56.7","4.52","24.1","3.13","    ","    ","    ","    ","    "
="2636","台驊投控","市","04/10","","95.9","-0.7","-0.72","807","77.7","96.6","97.7","97.7","95.7","2.07","8.91","1.52","    ","    ","    ","    ","    "
="2637","慧洋-KY","市","04/10","","63.2","-0.5","-0.78","6,195","392","63.7","63","64.1","62.4","2.67","14.4","1.05","    ","    ","    ","    ","    "
="2642","宅配通","市","04/10","","38.05","+0.3","+0.79","75","2.85","37.75","37.8","38.35","37.8","1.46","38.4","1.63","    ","    ","    ","    ","    "
="2645","長榮航太","市","04/10","","120","+10","+9.09","10,759","1,255","110","110.5","121","110.5","9.55","24.2","3.47","    ","    ","    ","    ","    "
="2701","萬企","市","04/10","","12.55","+0.1","+0.8","214","2.67","12.45","12.5","12.55","12.45","0.8","23.7","0.68","    ","    ","    ","    ","    "
="2702","華園","市","04/10","","19.25","+0.2","+1.05","66","1.27","19.05","19.05","19.25","19.05","1.05","120","0.95","    ","    ","    ","    ","    "
="2704","國賓","市","04/10","","60.1","-0.4","-0.66","796","48","60.5","60.3","61.1","59.4","2.81","44.9","1.12","    ","    ","    ","    ","    "
="2705","六福","市","04/10","","17.9","+0.05","+0.28","200","3.58","17.85","17.85","17.95","17.85","0.56","","0.71","    ","    ","    ","    ","    "
="2706","第一店","市","04/10","","14.9","0","0","218","3.25","14.9","14.95","14.95","14.85","0.67","24.8","0.75","    ","    ","    ","    ","    "
="2707","晶華","市","04/10","","221","+1.5","+0.68","157","34.8","219.5","222","223","220.5","1.14","19.9","6.14","    ","    ","    ","    ","    "
="2712","遠雄來","市","04/10","","29.75","+0.2","+0.68","74","2.2","29.55","29.55","29.9","29.35","1.86","63.3","2.48","    ","    ","    ","    ","    "
="2722","夏都","市","04/10","","57.3","+0.7","+1.24","385","21.9","56.6","56.9","57.5","56.4","1.94","83","3.44","    ","    ","    ","    ","    "
="2723","美食-KY","市","04/10","","90.2","+0.1","+0.11","182","16.5","90.1","90.3","91","90.2","0.89","21.5","1.47","    ","    ","    ","    ","    "
="2727","王品","市","04/10","","241","+4.5","+1.9","1,295","312","236.5","236","243","236","2.96","14.4","4.51","    ","    ","    ","    ","    "
="2731","雄獅","市","04/10","","137","+2.5","+1.86","1,004","137","134.5","135.5","137.5","135.5","1.49","9.01","3.42","    ","    ","    ","    ","    "
="2739","寒舍","市","04/10","","49.3","+0.3","+0.61","181","8.93","49","49.05","49.7","49.05","1.33","10.9","4.22","    ","    ","    ","    ","    "
="2748","雲品","市","04/10","","68.8","0","0","373","25.8","68.8","69","69.6","68.6","1.45","24.9","2.57","    ","    ","    ","    ","    "
="2753","八方雲集","市","04/10","","166.5","-2","-1.19","460","76.7","168.5","169","169.5","164.5","2.97","19.9","3.27","    ","    ","    ","    ","    "
="2762","世界健身-KY","市","04/10","","105.5","+0.5","+0.48","102","10.7","105","105","105.5","104.5","0.95","30.1","4.53","    ","    ","    ","    ","    "
="2801","彰銀","市","04/10","","18.25","-0.05","-0.27","7,553","138","18.3","18.3","18.4","18.2","1.09","15.2","1.05","    ","    ","    ","    ","    "
="2809","京城銀","市","04/10","","56","+0.4","+0.72","4,707","264","55.6","56.4","56.4","55.7","1.26","10","1.24","    ","    ","    ","    ","    "
="2812","台中銀","市","04/10","","17.3","+0.15","+0.87","5,676","98.2","17.15","17.2","17.45","17.2","1.46","13.2","1.18","    ","    ","    ","    ","    "
="2816","旺旺保","市","04/10","","31.3","+1.5","+5.03","1,737","53.7","29.8","30.1","32","30.1","6.38","5.83","1.15","    ","    ","    ","    ","    "
="2820","華票","市","04/10","","15.25","+0.05","+0.33","607","9.23","15.2","15.2","15.25","15.2","0.33","15.9","0.82","    ","    ","    ","    ","    "
="2832","台產","市","04/10","","26.55","+0.2","+0.76","391","10.4","26.35","26.4","26.8","26.4","1.52","9.83","0.86","    ","    ","    ","    ","    "
="2834","臺企銀","市","04/10","","16.2","+0.1","+0.62","14,655","237","16.1","16.1","16.2","16.1","0.62","12.6","1.11","    ","    ","    ","    ","    "
="2836","高雄銀","市","04/10","","11.8","0","0","2,280","26.9","11.8","11.8","11.85","11.75","0.85","16.9","0.81","    ","    ","    ","    ","    "
"2836A","高雄銀甲特","市","04/10","","21.05","0","0","1","0.02","21.05","21.05","21.05","21.05","0","","","    ","    ","    ","    ","    "
="2838","聯邦銀","市","04/10","","15.45","+0.15","+0.98","2,631","40.6","15.3","15.35","15.55","15.35","1.31","15.1","0.9","    ","    ","    ","    ","    "
"2838A","聯邦銀甲特","市","04/10","","53.1","+0.1","+0.19","95","5.04","53","52.9","53.1","52.9","0.38","","","    ","    ","    ","    ","    "
="2845","遠東銀","市","04/10","","14.55","+0.1","+0.69","4,336","63.1","14.45","14.5","14.6","14.5","0.69","14.1","1.01","    ","    ","    ","    ","    "
="2849","安泰銀","市","04/10","","14.15","0","0","20","0.29","14.15","14.15","14.2","14.1","0.71","25.3","0.83","    ","    ","    ","    ","    "
="2850","新產","市","04/10","","89.5","+2.7","+3.11","1,020","91","86.8","86.8","90.2","86.8","3.92","9.71","1.61","    ","    ","    ","    ","    "
="2851","中再保","市","04/10","","25.4","+0.25","+0.99","2,942","74.6","25.15","25.2","25.45","25.15","1.19","9.73","1.07","    ","    ","    ","    ","    "
="2852","第一保","市","04/10","","20.85","+0.2","+0.97","1,475","30.8","20.65","20.8","21.05","20.65","1.94","9.88","0.77","    ","    ","    ","    ","    "
="2855","統一證","市","04/10","","26.95","-0.1","-0.37","5,106","137","27.05","27.05","27.3","26.6","2.59","13.6","1.22","    ","    ","    ","    ","    "
="2867","三商壽","市","04/10","","4.92","+0.01","+0.2","6,191","30.6","4.91","4.91","4.96","4.91","1.02","","0.63","    ","    ","    ","    ","    "
="2880","華南金","市","04/10","","23.15","-0.05","-0.22","6,373","148","23.2","23.15","23.3","23.1","0.86","14.7","1.52","    ","    ","    ","    ","    "
="2881","富邦金","市","04/10","","69.2","-0.8","-1.14","10,307","716","70","69.9","70","69.2","1.14","14.4","1.26","    ","    ","    ","    ","    "
"2881A","富邦特","市","04/10","","61.9","-0.1","-0.16","319","19.7","62","62","62","61.8","0.32","","","    ","    ","    ","    ","    "
"2881B","富邦金乙特","市","04/10","","59.7","-0.1","-0.17","257","15.3","59.8","59.5","59.7","59.2","0.84","","","    ","    ","    ","    ","    "
"2881C","富邦金丙特","市","04/10","","54.8","+0.1","+0.18","14","0.75","54.7","54.7","54.9","54.7","0.37","","","    ","    ","    ","    ","    "
="2882","國泰金","市","04/10","","48.75","-0.7","-1.42","29,017","1,421","49.45","49.5","49.5","48.75","1.52","15","1","    ","    ","    ","    ","    "
"2882A","國泰特","市","04/10","","60.5","+0.1","+0.17","63","3.81","60.4","60.4","60.5","60.4","0.17","","","    ","    ","    ","    ","    "
"2882B","國泰金乙特","市","04/10","","59.5","-0.1","-0.17","45","2.67","59.6","59.5","59.5","59.2","0.5","","","    ","    ","    ","    ","    "
="2883","開發金","市","04/10","","14","-0.15","-1.06","45,992","646","14.15","14.25","14.25","13.95","2.12","12.4","0.98","    ","    ","    ","    ","    "
"2883B","開發金乙特","市","04/10","","7.49","-0.05","-0.66","2,215","16.6","7.54","7.52","7.54","7.49","0.66","","","    ","    ","    ","    ","    "
="2884","玉山金","市","04/10","","27.15","-0.15","-0.55","17,076","464","27.3","27.3","27.3","27.05","0.92","19.3","1.8","    ","    ","    ","    ","    "
="2885","元大金","市","04/10","","30.5","-0.4","-1.29","18,340","562","30.9","30.9","30.95","30.5","1.46","14.6","1.35","    ","    ","    ","    ","    "
="2886","兆豐金","市","04/10","","40.5","+0.1","+0.25","9,729","394","40.4","40.35","40.65","40.35","0.74","17.1","1.7","    ","    ","    ","    ","    "
="2887","台新金","市","04/10","","18.1","0","0","13,745","249","18.1","18.1","18.15","18","0.83","17.9","1.13","    ","    ","    ","    ","    "
"2887E","台新戊特","市","04/10","","52.1","+0.1","+0.19","129","6.71","52","52","52.1","52","0.19","","","    ","    ","    ","    ","    "
"2887F","台新戊特二","市","04/10","","46.1","+0.1","+0.22","5","0.24","46","46.1","46.1","46.1","0","","","    ","    ","    ","    ","    "
"2887Z1","台新己特","市","04/10","","16.75","0","0","2","0.04","16.75","16.75","16.75","16.75","0","","","    ","    ","    ","    ","    "
="2888","新光金","市","04/10","","8.39","+0.23","+2.82","101,046","850","8.16","8.37","8.48","8.37","1.35","","0.54","    ","    ","    ","    ","    "
"2888A","新光金甲特","市","04/10","","26.45","+0.4","+1.54","108","2.86","26.05","26.3","26.65","26.3","1.34","","","    ","    ","    ","    ","    "
"2888B","新光金乙特","市","04/10","","26.75","+0.65","+2.49","120","3.19","26.1","26.45","26.85","26.4","1.72","","","    ","    ","    ","    ","    "
="2889","國票金","市","04/10","","13.95","-0.05","-0.36","6,072","84.7","14","13.95","14","13.9","0.71","24.1","1.14","    ","    ","    ","    ","    "
="2890","永豐金","市","04/10","","21.7","+0.2","+0.93","29,334","643","21.5","21.7","22.2","21.6","2.79","13.4","1.43","    ","    ","    ","    ","    "
="2891","中信金","市","04/10","","31.85","-0.3","-0.93","26,463","848","32.15","32.35","32.45","31.75","2.18","11.3","1.45","    ","    ","    ","    ","    "
"2891B","中信金乙特","市","04/10","","60.1","-0.2","-0.33","63","3.8","60.3","60","60.1","60","0.17","","","    ","    ","    ","    ","    "
"2891C","中信金丙特","市","04/10","","58.4","-0.1","-0.17","6","0.33","58.5","58.3","58.4","58.3","0.17","","","    ","    ","    ","    ","    "
="2892","第一金","市","04/10","","27.5","-0.05","-0.18","11,114","306","27.55","27.6","27.65","27.45","0.73","16.7","1.51","    ","    ","    ","    ","    "
="2897","王道銀行","市","04/10","","10.05","-0.05","-0.5","14,405","146","10.1","10.15","10.2","10.05","1.49","11.6","0.76","    ","    ","    ","    ","    "
"2897A","王道銀甲特","市","04/10","","10.4","-0.05","-0.48","231","2.39","10.45","10.4","10.4","10.35","0.48","","","    ","    ","    ","    ","    "
="2901","欣欣","市","04/10","","27.45","0","0","50","1.37","27.45","27.4","27.55","27.15","1.46","67","2.28","    ","    ","    ","    ","    "
="2903","遠百","市","04/10","","31.45","+0.25","+0.8","2,567","80.4","31.2","31.2","31.45","31.1","1.12","16.1","1.41","    ","    ","    ","    ","    "
="2904","匯僑","市","04/10","","18.3","+0.05","+0.27","69","1.26","18.25","18.3","18.35","18.2","0.82","21.8","1.18","    ","    ","    ","    ","    "
="2905","三商","市","04/10","","13.1","+0.3","+2.34","1,637","21.4","12.8","12.8","13.2","12.8","3.12","","0.83","    ","    ","    ","    ","    "
="2906","高林","市","04/10","","19.45","-0.05","-0.26","439","8.55","19.5","19.7","19.7","19.35","1.79","34.1","1.24","    ","    ","    ","    ","    "
="2908","特力","市","04/10","","20.75","+0.05","+0.24","216","4.46","20.7","20.7","20.75","20.6","0.72","39.9","1.57","    ","    ","    ","    ","    "
="2910","統領","市","04/10","","27.2","0","0","16","0.43","27.2","27.2","27.3","26.95","1.29","23.2","1.84","    ","    ","    ","    ","    "
="2911","麗嬰房","市","04/10","","6.99","+0.05","+0.72","110","0.76","6.94","6.95","7","6.95","0.72","","1.16","    ","    ","    ","    ","    "
="2912","統一超","市","04/10","","276","+3","+1.1","978","269","273","273.5","276","273.5","0.92","27","7.58","    ","    ","    ","    ","    "
="2913","農林","市","04/10","","21.2","+0.25","+1.19","3,139","66.4","20.95","21","21.3","20.95","1.67","","1.32","    ","    ","    ","    ","    "
="2915","潤泰全","市","04/10","","60.3","+0.4","+0.67","1,978","119","59.9","60","60.3","59.8","0.83","8.39","0.67","    ","    ","    ","    ","    "
="2923","鼎固-KY","市","04/10","","25.4","-0.4","-1.55","7","0.17","25.8","25.75","25.75","25.4","1.36","79.4","0.9","    ","    ","    ","    ","    "
="2929","淘帝-KY","市","04/10","","9.82","+0.21","+2.19","204","1.98","9.61","9.64","9.88","9.61","2.81","","0.38","    ","    ","    ","    ","    "
="2939","凱羿-KY","市","04/10","","27.95","+0.1","+0.36","12","0.34","27.85","27.8","27.95","27.7","0.9","","1.48","    ","    ","    ","    ","    "
="2945","三商家購","市","04/10","","45.1","+0.45","+1.01","24","1.08","44.65","44.85","45.1","44.5","1.34","30.1","1.65","    ","    ","    ","    ","    "
="3002","歐格","市","04/10","","16","+0.45","+2.89","605","9.55","15.55","15.7","16","15.55","2.89","145","1.29","    ","    ","    ","    ","    "
="3003","健和興","市","04/10","","68.6","+0.5","+0.73","177","12.1","68.1","68.1","69","68.1","1.32","19.7","1.71","    ","    ","    ","    ","    "
="3004","豐達科","市","04/10","","118.5","-1","-0.84","1,191","141","119.5","120","120.5","117","2.93","20.5","2.75","    ","    ","    ","    ","    "
="3005","神基","市","04/10","","120","-2","-1.64","9,390","1,136","122","123","123.5","120","2.87","19.4","3.41","    ","    ","    ","    ","    "
="3006","晶豪科","市","04/10","","87.8","+2.3","+2.69","11,347","1,000","85.5","85.8","89.4","85.6","4.44","","2.39","    ","    ","    ","    ","    "
="3008","大立光","市","04/10","","2380","0","0","506","1,214","2380","2395","2425","2380","1.89","17.7","1.92","    ","    ","    ","    ","    "
="3010","華立","市","04/10","","127","0","0","2,512","319","127","127","129","125","3.15","14.2","1.62","    ","    ","    ","    ","    "
="3011","今皓","市","04/10","","30.75","-0.3","-0.97","452","13.9","31.05","31.45","31.45","30.6","2.74","","3.95","    ","    ","    ","    ","    "
="3013","晟銘電","市","04/10","","73.7","+6.7","+10","32,003","2,274","67","69.8","73.7","67.8","8.81","57.1","4.43","    ","    ","    ","    ","    "
="3014","聯陽","市","04/10","","165","-0.5","-0.3","2,188","363","165.5","165.5","167.5","164.5","1.81","16.7","4.14","    ","    ","    ","    ","    "
="3015","全漢","市","04/10","","60.4","-0.4","-0.66","3,684","225","60.8","60.1","62.7","59.3","5.59","18.9","0.79","    ","    ","    ","    ","    "
="3016","嘉晶","市","04/10","","61.2","+1.1","+1.83","3,033","188","60.1","60.2","63","60.2","4.66","107","3.61","    ","    ","    ","    ","    "
="3017","奇鋐","市","04/10","","555","-22","-3.81","9,322","5,306","577","578","586","555","5.37","39.3","9.66","    ","    ","    ","    ","    "
="3018","隆銘綠能","市","04/10","","13.85","+1","+7.78","55","0.72","12.85","12.8","14","12.8","9.34","","4.53","    ","    ","    ","    ","    "
="3019","亞光","市","04/10","","66.3","-0.1","-0.15","1,244","83","66.4","66.7","67.3","66","1.96","23.8","1.47","    ","    ","    ","    ","    "
="3021","鴻名","市","04/10","","22.55","+0.35","+1.58","330","7.4","22.2","22.35","22.6","22.25","1.58","16.8","1.41","    ","    ","    ","    ","    "
="3022","威強電","市","04/10","","80.4","+0.1","+0.12","599","48.4","80.3","80.2","81.4","80.1","1.62","10.3","1.41","    ","    ","    ","    ","    "
="3023","信邦","市","04/10","","282","-2","-0.7","903","255","284","286","286","274","4.23","20.6","4.92","    ","    ","    ","    ","    "
="3024","憶聲","市","04/10","","18.25","+0.05","+0.27","2,073","38","18.2","18.1","18.45","18.1","1.92","46.8","1.8","    ","    ","    ","    ","    "
="3025","星通","市","04/10","","70.4","+1.4","+2.03","5,667","404","69","69","72.5","69","5.07","23.5","4.74","    ","    ","    ","    ","    "
="3026","禾伸堂","市","04/10","","97.8","+0.4","+0.41","179","17.5","97.4","97.4","97.8","97.2","0.62","19.1","1.65","    ","    ","    ","    ","    "
="3027","盛達","市","04/10","","42.8","0","0","1,283","55.1","42.8","42.8","43.2","42.8","0.93","66.9","2.25","    ","    ","    ","    ","    "
="3028","增你強","市","04/10","","36.6","+1","+2.81","1,330","48.1","35.6","35.75","36.6","35.65","2.67","18","1.45","    ","    ","    ","    ","    "
="3029","零壹","市","04/10","","78.8","+3.3","+4.37","4,507","350","75.5","76.9","79.2","76.2","3.97","17.5","2.94","    ","    ","    ","    ","    "
="3030","德律","市","04/10","","89.9","+2.5","+2.86","1,881","172","87.4","89","93.5","89","5.15","21.2","2.96","    ","    ","    ","    ","    "
="3031","佰鴻","市","04/10","","20.15","+0.15","+0.75","315","6.39","20","20.05","20.5","20.05","2.25","19.2","1.18","    ","    ","    ","    ","    "
="3032","偉訓","市","04/10","","83.6","-0.5","-0.59","3,681","310","84.1","85","86","83.2","3.33","15.5","3.14","    ","    ","    ","    ","    "
="3033","威健","市","04/10","","33.9","+1.55","+4.79","14,765","500","32.35","33","34.4","33","4.33","18.3","1.66","    ","    ","    ","    ","    "
="3034","聯詠","市","04/10","","606","+10","+1.68","5,063","3,071","596","596","612","595","2.85","15.8","5.49","    ","    ","    ","    ","    "
="3035","智原","市","04/10","","329","0","0","4,902","1,616","329","330","334","327.5","1.98","51.5","8.58","    ","    ","    ","    ","    "
="3036","文曄","市","04/10","","149","+13.5","+9.96","10,804","1,610","135.5","149","149","147.5","1.11","35.1","2.26","    ","    ","    ","    ","    "
"3036A","文曄甲特","市","04/10","","46.9","0","0","126","5.92","46.9","46.9","46.9","46.85","0.11","","","    ","    ","    ","    ","    "
="3037","欣興","市","04/10","","191.5","-2","-1.03","6,908","1,331","193.5","193","195","191.5","1.81","24.3","3.22","    ","    ","    ","    ","    "
="3038","全台","市","04/10","","33.55","+0.15","+0.45","971","32.7","33.4","33.5","33.9","33.4","1.5","11.9","1.93","    ","    ","    ","    ","    "
="3040","遠見","市","04/10","","30.15","-0.1","-0.33","71","2.12","30.25","30.25","30.25","29.85","1.32","29.6","1.26","    ","    ","    ","    ","    "
="3041","揚智","市","04/10","","23.7","+0.35","+1.5","1,693","39.9","23.35","23.1","23.8","23.1","3","","2.87","    ","    ","    ","    ","    "
="3042","晶技","市","04/10","","112.5","+1.5","+1.35","2,849","321","111","111.5","113.5","111","2.25","20.3","2.94","    ","    ","    ","    ","    "
="3043","科風","市","04/10","","32.55","-0.1","-0.31","81","2.64","32.65","32.6","32.85","32.55","0.92","","2.99","    ","    ","    ","    ","    "
="3044","健鼎","市","04/10","","205","-3","-1.44","1,950","402","208","208","209.5","205","2.16","17.8","2.47","    ","    ","    ","    ","    "
="3045","台灣大","市","04/10","","104","0","0","4,144","431","104","103.5","104","103.5","0.48","24","3.71","    ","    ","    ","    ","    "
="3046","建碁","市","04/10","","65.7","-0.5","-0.76","447","29.5","66.2","66.8","66.8","65.7","1.66","20.9","3.65","    ","    ","    ","    ","    "
="3047","訊舟","市","04/10","","15.45","+0.25","+1.64","2,271","35.1","15.2","15.2","15.55","15.2","2.3","","1.34","    ","    ","    ","    ","    "
="3048","益登","市","04/10","","23.65","+0.25","+1.07","301","7.11","23.4","23.4","23.75","23.3","1.92","1182","1.29","    ","    ","    ","    ","    "
="3049","精金","市","04/10","","8.33","+0.01","+0.12","1,406","11.8","8.32","8.32","8.48","8.32","1.92","","0.75","    ","    ","    ","    ","    "
="3050","鈺德","市","04/10","","23.25","-0.25","-1.06","1,692","39.9","23.5","23.5","24.25","23.2","4.47","46.5","1.42","    ","    ","    ","    ","    "
="3051","力特","市","04/10","","37.95","-1.05","-2.69","2,455","94.4","39","39.25","39.6","37.85","4.49","36.8","2.61","    ","    ","    ","    ","    "
="3052","夆典","市","04/10","","13.8","+0.15","+1.1","2,894","39.9","13.65","13.7","13.9","13.6","2.2","13.3","0.85","    ","    ","    ","    ","    "
="3054","立萬利","市","04/10","","21.1","+0.2","+0.96","23","0.48","20.9","20.8","21.15","20.8","1.67","352","2.17","    ","    ","    ","    ","    "
="3055","蔚華科","市","04/10","","75.7","+1.3","+1.75","1,650","123","74.4","74.3","75.8","73.5","3.09","","3.43","    ","    ","    ","    ","    "
="3056","富華新","市","04/10","","30.3","+1.4","+4.84","5,659","169","28.9","29","30.45","28.95","5.19","33.7","1.5","    ","    ","    ","    ","    "
="3057","喬鼎","市","04/10","","12.1","+0.1","+0.83","102","1.23","12","12.1","12.2","12","1.67","","1.53","    ","    ","    ","    ","    "
="3058","立德","市","04/10","","22.8","-0.05","-0.22","1,655","37.9","22.85","22.7","23.3","22.6","3.06","81.4","2.38","    ","    ","    ","    ","    "
="3059","華晶科","市","04/10","","41.2","+2.35","+6.05","26,624","1,090","38.85","39.1","41.75","38.85","7.46","32.4","1.3","    ","    ","    ","    ","    "
="3060","銘異","市","04/10","","24.8","+2.25","+9.98","9,630","232","22.55","22.8","24.8","22.6","9.76","","1.36","    ","    ","    ","    ","    "
="3062","建漢","市","04/10","","23.1","-0.3","-1.28","8,058","187","23.4","23.55","24","22.85","4.91","","1.6","    ","    ","    ","    ","    "
="3090","日電貿","市","04/10","","60.7","-0.2","-0.33","495","30.2","60.9","60.9","61.1","60.7","0.66","17.9","2.07","    ","    ","    ","    ","    "
="3092","鴻碩","市","04/10","","35.8","+0.45","+1.27","1,086","38.7","35.35","35.2","36","35.2","2.26","","1.79","    ","    ","    ","    ","    "
="3094","聯傑","市","04/10","","33.7","+0.45","+1.35","462","15.6","33.25","33.45","33.9","33.3","1.8","55.2","2.69","    ","    ","    ","    ","    "
="3130","一零四","市","04/10","","228","-1","-0.44","21","4.74","229","229","229.5","228","0.66","16.8","4.56","    ","    ","    ","    ","    "
="3138","耀登","市","04/10","","134","+1.5","+1.13","227","30.1","132.5","134.5","134.5","131.5","2.26","30.3","3.77","    ","    ","    ","    ","    "
="3149","正達","市","04/10","","25.65","+0.85","+3.43","1,420","36.5","24.8","25","26.1","24.9","4.84","","2.71","    ","    ","    ","    ","    "
="3164","景岳","市","04/10","","22.4","-0.2","-0.88","162","3.63","22.6","22.6","22.6","22.3","1.33","58.9","1.47","    ","    ","    ","    ","    "
="3167","大量","市","04/10","","72","+6.5","+9.92","7,825","555","65.5","66.1","72","66.1","9.01","450","2.81","    ","    ","    ","    ","    "
="3168","眾福科","市","04/10","","63.6","+1.5","+2.42","390","24.8","62.1","62.5","64.6","62.5","3.38","15.8","2.97","    ","    ","    ","    ","    "
="3189","景碩","市","04/10","","99.7","-1.3","-1.29","2,017","203","101","101","101.5","99.7","1.78","906","1.43","    ","    ","    ","    ","    "
="3209","全科","市","04/10","","34.9","0","0","997","34.8","34.9","34.75","35.05","34.75","0.86","13.4","1.69","    ","    ","    ","    ","    "
