"代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","1個月走勢圖","3個月走勢圖","1年走勢圖","3年走勢圖","10年走勢圖"
="3229","晟鈦","市","04/10","","15.35","+0.1","+0.66","18","0.28","15.25","15.15","15.35","15.15","1.31","","1.6","    ","    ","    ","    ","    "
="3231","緯創","市","04/10","","125.5","-0.5","-0.4","72,673","9,208","126","128","129","125","3.17","30.8","3.45","    ","    ","    ","    ","    "
="3257","虹冠電","市","04/10","","65.5","+1","+1.55","497","32.6","64.5","64.5","66.2","64.5","2.64","21","3.16","    ","    ","    ","    ","    "
="3266","昇陽","市","04/10","","19.55","-0.15","-0.76","665","13","19.7","19.65","19.8","19.3","2.54","10.1","1.15","    ","    ","    ","    ","    "
="3296","勝德","市","04/10","","24.5","+1.1","+4.7","2,148","53","23.4","23.7","25.55","23.5","8.76","","2.07","    ","    ","    ","    ","    "
="3305","昇貿","市","04/10","","66.9","+1.3","+1.98","3,383","229","65.6","66.1","69.6","66.1","5.34","38.4","1.88","    ","    ","    ","    ","    "
="3308","聯德","市","04/10","","29.8","+0.1","+0.34","286","8.61","29.7","29.7","30.5","29.7","2.69","5.02","1.89","    ","    ","    ","    ","    "
="3311","閎暉","市","04/10","","40.8","-0.1","-0.24","106","4.31","40.9","41","41.05","40.65","0.98","23.3","1.06","    ","    ","    ","    ","    "
="3312","弘憶股","市","04/10","","42.65","+1.1","+2.65","6,241","266","41.55","41.55","43.3","41.2","5.05","21.5","2.62","    ","    ","    ","    ","    "
="3321","同泰","市","04/10","","19.6","+0.8","+4.26","2,115","39.9","18.8","18.8","19.6","18.15","7.71","","2.92","    ","    ","    ","    ","    "
="3338","泰碩","市","04/10","","68.9","-1.6","-2.27","3,151","219","70.5","70.5","70.6","68.9","2.41","24.8","3.18","    ","    ","    ","    ","    "
="3346","麗清","市","04/10","","47.6","-0.45","-0.94","1,646","78.6","48.05","47.4","48.25","47.1","2.39","16.8","1.65","    ","    ","    ","    ","    "
="3356","奇偶","市","04/10","","55.7","-1.2","-2.11","3,196","181","56.9","57.4","58","55.7","4.04","17.4","2.47","    ","    ","    ","    ","    "
="3376","新日興","市","04/10","","177","-1","-0.56","5,926","1,061","178","181.5","183","176","3.93","41.2","2.14","    ","    ","    ","    ","    "
="3380","明泰","市","04/10","","35.1","-0.05","-0.14","1,324","46.6","35.15","35.15","35.5","35","1.42","34.8","1.9","    ","    ","    ","    ","    "
="3406","玉晶光","市","04/10","","479","+2","+0.42","1,248","600","477","482","486.5","476","2.2","17.6","2.56","    ","    ","    ","    ","    "
="3413","京鼎","市","04/10","","298.5","+1.5","+0.51","1,376","413","297","299","303.5","297","2.19","14.6","2.51","    ","    ","    ","    ","    "
="3416","融程電","市","04/10","","140","+0.5","+0.36","751","106","139.5","139.5","143.5","139.5","2.87","21.1","3.57","    ","    ","    ","    ","    "
="3419","譁裕","市","04/10","","16.45","+0.25","+1.54","362","5.97","16.2","16.3","16.65","16.3","2.16","","1.51","    ","    ","    ","    ","    "
="3432","台端","市","04/10","","20.1","+0.15","+0.75","127","2.54","19.95","20.15","20.3","19.95","1.75","","2.75","    ","    ","    ","    ","    "
="3437","榮創","市","04/10","","29.65","-0.1","-0.34","1,418","42.3","29.75","29.9","30.3","29.6","2.35","","1.73","    ","    ","    ","    ","    "
="3443","創意","市","04/10","","1320","+5","+0.38","1,908","2,529","1315","1330","1350","1310","3.04","50.4","18.3","    ","    ","    ","    ","    "
="3447","展達","市","04/10","","33.1","0","0","27","0.9","33.1","32.8","33.3","32.75","1.66","","2.34","    ","    ","    ","    ","    "
="3450","聯鈞","市","04/10","","77.4","+4.6","+6.32","23,208","1,789","72.8","74.2","78.2","74","5.77","","2.96","    ","    ","    ","    ","    "
="3454","晶睿","市","04/10","","144","+0.5","+0.35","337","49.1","143.5","143.5","148","143.5","3.14","25.5","3.52","    ","    ","    ","    ","    "
="3481","群創","市","04/10","","15","-0.3","-1.96","83,463","1,271","15.3","15.35","15.5","14.95","3.59","","0.6","    ","    ","    ","    ","    "
="3494","誠研","市","04/10","","5.12","0","0","156","0.8","5.12","5.12","5.23","5.1","2.54","","1.64","    ","    ","    ","    ","    "
="3501","維熹","市","04/10","","57.3","0","0","262","15","57.3","57.2","57.7","57.1","1.05","13.4","1.04","    ","    ","    ","    ","    "
="3504","揚明光","市","04/10","","58.3","+0.3","+0.52","741","43.5","58","58.1","59.6","58.1","2.59","","2.22","    ","    ","    ","    ","    "
="3515","華擎","市","04/10","","257.5","-4","-1.53","738","192","261.5","263","264","257.5","2.49","34.2","3.86","    ","    ","    ","    ","    "
="3518","柏騰","市","04/10","","30.3","-0.15","-0.49","175","5.34","30.45","30.3","30.9","30.3","1.97","","2.08","    ","    ","    ","    ","    "
="3528","安馳","市","04/10","","48.95","+1.2","+2.51","87","4.21","47.75","47.75","49","47.7","2.72","29.7","1.8","    ","    ","    ","    ","    "
="3530","晶相光","市","04/10","","106","-1.5","-1.4","201","21.6","107.5","107.5","108","106","1.86","","3.45","    ","    ","    ","    ","    "
="3532","台勝科","市","04/10","","173","+4","+2.37","1,620","279","169","170","174","170","2.37","19.4","2.64","    ","    ","    ","    ","    "
="3533","嘉澤","市","04/10","","1550","-80","-4.91","1,814","2,844","1630","1670","1675","1495","11","30.6","6.21","    ","    ","    ","    ","    "
="3535","晶彩科","市","04/10","","23.85","+0.25","+1.06","2,755","65.3","23.6","23.6","23.9","23.35","2.33","","1.71","    ","    ","    ","    ","    "
="3543","州巧","市","04/10","","24.05","+0.3","+1.26","280","6.72","23.75","23.85","24.2","23.8","1.68","27.3","0.78","    ","    ","    ","    ","    "
="3545","敦泰","市","04/10","","92.5","+1.9","+2.1","2,871","264","90.6","90.9","93","90.4","2.87","53.2","2.15","    ","    ","    ","    ","    "
="3550","聯穎","市","04/10","","15.25","-0.1","-0.65","99","1.52","15.35","15.4","15.4","15.2","1.3","","0.9","    ","    ","    ","    ","    "
="3557","嘉威","市","04/10","","67.5","+6.1","+9.93","1,200","80.9","61.4","66.9","67.5","66.9","0.98","14","2.3","    ","    ","    ","    ","    "
="3563","牧德","市","04/10","","379","-5.5","-1.43","1,032","394","384.5","382","387.5","377","2.73","46.2","4.33","    ","    ","    ","    ","    "
="3576","聯合再生","市","04/10","","12.5","+1.1","+9.65","26,218","319","11.4","11.45","12.5","11.45","9.21","","1.59","    ","    ","    ","    ","    "
="3583","辛耘","市","04/10","","341","-13","-3.67","7,006","2,473","354","363","370","341","8.19","42.1","6.87","    ","    ","    ","    ","    "
="3588","通嘉","市","04/10","","103","0","0","1,140","118","103","103.5","104.5","102","2.43","206","3.69","    ","    ","    ","    ","    "
="3591","艾笛森","市","04/10","","25.7","0","0","502","12.9","25.7","25.55","25.8","25.4","1.56","73.4","1.28","    ","    ","    ","    ","    "
="3592","瑞鼎","市","04/10","","481.5","+5","+1.05","741","360","476.5","481","493","481","2.52","25.3","3.26","    ","    ","    ","    ","    "
="3593","力銘","市","04/10","","11.25","0","0","8","0.09","11.25","11.25","11.25","11.25","0","","2.25","    ","    ","    ","    ","    "
="3596","智易","市","04/10","","188","-2","-1.05","1,200","227","190","189.5","191.5","188","1.84","17.1","2.8","    ","    ","    ","    ","    "
="3605","宏致","市","04/10","","38.65","0","0","749","29","38.65","38.65","39.1","38.6","1.29","","0.99","    ","    ","    ","    ","    "
="3607","谷崧","市","04/10","","18.9","+0.75","+4.13","3,019","57.6","18.15","18.05","19.65","18.05","8.82","","1.26","    ","    ","    ","    ","    "
="3617","碩天","市","04/10","","231.5","-11","-4.54","2,070","484","242.5","234","238.5","231.5","2.89","14","2.89","    ","    ","    ","    ","    "
="3622","洋華","市","04/10","","62","-2","-3.12","3,861","243","64","64.1","64.7","62","4.22","16.5","1.43","    ","    ","    ","    ","    "
="3645","達邁","市","04/10","","47.05","+1.55","+3.41","5,278","247","45.5","45.5","47.8","45.5","5.05","","2.22","    ","    ","    ","    ","    "
="3652","精聯","市","04/10","","29.55","0","0","109","3.25","29.55","29.85","30.05","29.55","1.69","54.7","1.23","    ","    ","    ","    ","    "
="3653","健策","市","04/10","","906","-6","-0.66","748","681","912","917","923","896","2.96","54.6","11.1","    ","    ","    ","    ","    "
="3661","世芯-KY","市","04/10","","3020","0","0","2,802","8,644","3020","3115","3210","3020","6.29","66.4","12.5","    ","    ","    ","    ","    "
="3665","貿聯-KY","市","04/10","","255.5","+1.5","+0.59","671","172","254","255.5","259.5","254.5","1.97","17.8","1.7","    ","    ","    ","    ","    "
="3669","圓展","市","04/10","","50.8","-0.4","-0.78","215","11","51.2","50.9","51.9","50.8","2.15","18.9","1.46","    ","    ","    ","    ","    "
="3673","TPK-KY","市","04/10","","40.35","+1.75","+4.53","7,029","282","38.6","38.8","40.55","38.8","4.53","79.1","0.45","    ","    ","    ","    ","    "
="3679","新至陞","市","04/10","","118.5","0","0","114","13.6","118.5","119.5","121","118.5","2.11","15.3","1.68","    ","    ","    ","    ","    "
="3686","達能","市","04/10","","15.7","+1.4","+9.79","3,115","48.5","14.3","14.5","15.7","14.45","8.74","","1.7","    ","    ","    ","    ","    "
="3694","海華","市","04/10","","53.6","-0.1","-0.19","2,569","139","53.7","53.7","55.1","53.4","3.17","24.6","2.77","    ","    ","    ","    ","    "
="3701","大眾控","市","04/10","","60.9","+1.6","+2.7","3,370","208","59.3","60.3","63.2","60.3","4.89","40.9","3.36","    ","    ","    ","    ","    "
="3702","大聯大","市","04/10","","89.9","+0.2","+0.22","5,298","479","89.7","90.2","91.4","89.7","1.9","19.6","2.02","    ","    ","    ","    ","    "
"3702A","大聯大甲特","市","04/10","","47.2","+0.15","+0.32","146","6.88","47.05","47.05","47.2","47.05","0.32","","","    ","    ","    ","    ","    "
="3703","欣陸","市","04/10","","32.75","+0.1","+0.31","3,570","117","32.65","32.4","33","32.4","1.84","15.7","0.99","    ","    ","    ","    ","    "
="3704","合勤控","市","04/10","","46.6","-0.55","-1.17","3,330","156","47.15","47.05","47.5","46.6","1.91","13.8","1.72","    ","    ","    ","    ","    "
="3705","永信","市","04/10","","49.15","+0.05","+0.1","240","11.8","49.1","48.95","49.25","48.9","0.71","15.8","1.78","    ","    ","    ","    ","    "
="3706","神達","市","04/10","","49.55","-0.45","-0.9","10,749","538","50","50.4","50.8","49.55","2.5","33.5","0.97","    ","    ","    ","    ","    "
="3708","上緯投控","市","04/10","","126.5","+2.5","+2.02","3,058","387","124","124.5","127.5","124.5","2.42","9.82","1.68","    ","    ","    ","    ","    "
="3711","日月光投控","市","04/10","","158.5","+2.5","+1.6","17,958","2,837","156","157.5","159","156.5","1.6","21.4","2.3","    ","    ","    ","    ","    "
="3712","永崴投控","市","04/10","","44.55","+0.4","+0.91","1,794","79.5","44.15","44.45","44.65","43.8","1.93","19.3","1.29","    ","    ","    ","    ","    "
="3714","富采","市","04/10","","39.9","+0.85","+2.18","2,179","86.7","39.05","39.3","40","39.3","1.79","","0.63","    ","    ","    ","    ","    "
="3715","定穎投控","市","04/10","","81","-1.2","-1.46","16,113","1,329","82.2","83","83.6","81","3.16","22.4","3.33","    ","    ","    ","    ","    "
="4104","佳醫","市","04/10","","95.4","-0.9","-0.93","425","40.8","96.3","97.2","97.2","95.3","1.97","19.9","1.72","    ","    ","    ","    ","    "
="4106","雃博","市","04/10","","28.7","+0.1","+0.35","130","3.73","28.6","28.7","28.75","28.5","0.87","19","1.24","    ","    ","    ","    ","    "
="4108","懷特","市","04/10","","20.65","+0.4","+1.98","322","6.65","20.25","20.45","20.75","20.3","2.22","","2.13","    ","    ","    ","    ","    "
="4119","旭富","市","04/10","","89.5","+0.6","+0.67","307","27.5","88.9","89.5","90","88.9","1.24","33.1","2.1","    ","    ","    ","    ","    "
="4133","亞諾法","市","04/10","","31.9","+0.1","+0.31","65","2.07","31.8","32","32.1","31.85","0.79","44.3","1.5","    ","    ","    ","    ","    "
="4137","麗豐-KY","市","04/10","","199.5","+0.5","+0.25","106","21.1","199","198","201","197.5","1.76","15.3","3.08","    ","    ","    ","    ","    "
="4142","國光生","市","04/10","","26.55","+0.1","+0.38","531","14.1","26.45","26.6","26.65","26.45","0.76","","2.04","    ","    ","    ","    ","    "
="4148","全宇生技-KY","市","04/10","","53.2","+0.5","+0.95","82","4.37","52.7","53.2","53.9","52.7","2.28","24.4","1.51","    ","    ","    ","    ","    "
="4155","訊映","市","04/10","","24.4","+0.15","+0.62","169","4.11","24.25","24.35","24.5","24.3","0.82","1220","1.48","    ","    ","    ","    ","    "
="4164","承業醫","市","04/10","","61.4","+1.2","+1.99","1,211","74.1","60.2","60.5","61.6","60.5","1.83","24.1","1.58","    ","    ","    ","    ","    "
="4190","佐登-KY","市","04/10","","52.4","0","0","76","3.98","52.4","52.8","52.9","52","1.72","","1.54","    ","    ","    ","    ","    "
="4306","炎洲","市","04/10","","20.05","-0.05","-0.25","4,744","95.6","20.1","20.2","20.4","19.95","2.24","15.4","1.04","    ","    ","    ","    ","    "
="4414","如興","市","04/10","","3.61","-0.01","-0.28","319","1.15","3.62","3.62","3.64","3.59","1.38","","0.83","    ","    ","    ","    ","    "
="4426","利勤","市","04/10","","17.35","0","0","62","1.06","17.35","17.25","17.4","17.2","1.15","","1.13","    ","    ","    ","    ","    "
="4438","廣越","市","04/10","","110.5","-0.5","-0.45","107","11.8","111","110.5","110.5","110","0.45","15.6","1.45","    ","    ","    ","    ","    "
="4439","冠星-KY","市","04/10","","107","+3.5","+3.38","130","14.1","103.5","106","111","106","4.83","9.89","1.3","    ","    ","    ","    ","    "
="4440","宜新實業","市","04/10","","24.15","0","0","34","0.81","24.15","24.1","24.15","24","0.62","36","1.25","    ","    ","    ","    ","    "
="4526","東台","市","04/10","","22.7","+0.2","+0.89","2,651","60.6","22.5","22.75","23.1","22.55","2.44","114","1.14","    ","    ","    ","    ","    "
="4532","瑞智","市","04/10","","25.75","+0.4","+1.58","5,739","148","25.35","25.5","25.9","25.5","1.58","17.2","1.34","    ","    ","    ","    ","    "
="4536","拓凱","市","04/10","","193.5","0","0","200","39","193.5","193.5","197","193.5","1.81","12.4","2.19","    ","    ","    ","    ","    "
="4540","全球傳動","市","04/10","","35.7","+0.05","+0.14","233","8.34","35.65","35.6","36.05","35.6","1.26","","1.04","    ","    ","    ","    ","    "
="4545","銘鈺","市","04/10","","33.95","+3.05","+9.87","1,681","56.5","30.9","31.25","33.95","31.25","8.74","31.4","1.4","    ","    ","    ","    ","    "
="4551","智伸科","市","04/10","","107","+0.5","+0.47","185","19.7","106.5","106.5","107.5","106","1.41","23.9","1.55","    ","    ","    ","    ","    "
="4552","力達-KY","市","04/10","","30.85","+0.25","+0.82","171","5.26","30.6","30.65","31","30.6","1.31","8.92","0.6","    ","    ","    ","    ","    "
="4555","氣立","市","04/10","","61","+0.2","+0.33","120","7.27","60.8","60.8","62","59.5","4.11","","1.51","    ","    ","    ","    ","    "
="4557","永新-KY","市","04/10","","122.5","-1","-0.81","85","10.5","123.5","124.5","124.5","122.5","1.62","13.6","2.55","    ","    ","    ","    ","    "
="4560","強信-KY","市","04/10","","37.1","+0.1","+0.27","125","4.61","37","37","37.1","36.75","0.95","35","1.46","    ","    ","    ","    ","    "
="4562","穎漢","市","04/10","","18.1","+0.35","+1.97","943","17.3","17.75","18","18.75","18","4.23","","1.51","    ","    ","    ","    ","    "
="4564","元翎","市","04/10","","23.3","-0.15","-0.64","494","11.6","23.45","23.45","23.6","23.2","1.71","","1.1","    ","    ","    ","    ","    "
="4566","時碩工業","市","04/10","","52.2","+0.6","+1.16","240","12.6","51.6","51.5","52.6","51.5","2.13","17.2","1.21","    ","    ","    ","    ","    "
="4569","六方科-KY","市","04/10","","95","-1","-1.04","15","1.47","96","96.5","96.5","95","1.56","29.1","1.13","    ","    ","    ","    ","    "
="4571","鈞興-KY","市","04/10","","98.1","-3.4","-3.35","123","12.3","101.5","101.5","102","98","3.94","18.9","1.99","    ","    ","    ","    ","    "
="4572","駐龍","市","04/10","","177.5","+4","+2.31","621","110","173.5","175","178","174.5","2.02","28.6","3.66","    ","    ","    ","    ","    "
="4576","大銀微系統","市","04/10","","82.3","-1.4","-1.67","469","39.2","83.7","83.7","85","82.3","3.23","2058","2.6","    ","    ","    ","    ","    "
="4581","光隆精密-KY","市","04/10","","68.7","0","0","58","3.98","68.7","68.7","68.9","68.5","0.58","11.4","2.2","    ","    ","    ","    ","    "
="4583","台灣精銳","市","04/10","","254.5","-2","-0.78","301","77","256.5","257","258.5","253.5","1.95","23.4","2.07","    ","    ","    ","    ","    "
="4588","玖鼎電力","市","04/10","","99.9","-0.6","-0.6","561","56.8","100.5","102.5","103","99.5","3.48","24.8","6.16","    ","    ","    ","    ","    "
